CID,TRANSIENT_NAME,RA,DEC
1627019,DES16C2fxf,54.672222,-29.736551
1627022,DES16C2fkc,54.748238,-29.719797
1627027,DES16X3eny,36.389992,-3.998255
1627028,DES16C3eoa,53.551888,-28.407503
1627038,DES16S1eok,43.067799,0.445917
1627052,NULL,41.963585,0.039677
1627062,DES16S1eoc,42.469498,0.351600
1628021,DES16C2erv,54.308315,-28.629087
1628022,NULL,54.701302,-28.178856
1628039,DES16S1eod,43.425892,0.221186
1628042,DES16X3eon,35.969990,-5.275732
1628047,DES16X3eof,36.077030,-5.273021
1628050,DES16X3eog,35.830956,-4.852574
1628058,DES16S1ffj,42.726017,-0.132523
1628059,DES16X3erw,36.205471,-4.514292
1629030,DES16X1epu,35.337521,-4.992018
1629048,DES16X2epn,35.558136,-6.867901
1630023,NULL,34.503246,-5.372154
1630025,DES16X1epg,35.068276,-4.875486
1630055,DES16X1epx,34.988197,-4.239266
1630060,DES16X2epb,36.067753,-7.249401
1631021,DES16X1evz,34.411400,-5.456124
1631024,DES16X1epc,34.921238,-5.357580
1631035,DES16X2ewa,36.189098,-6.345051
1631045,DES16X2epv,35.696777,-6.502551
1631049,DES16X1gwb,34.023869,-5.541342
1631051,DES16X1epd,33.747963,-4.872354
1631053,DES16X1ewb,35.344505,-4.986630
1631055,DES16X1eps,35.505924,-5.027988
1631056,DES16X2epe,35.215736,-7.295817
1631057,DES16X2epf,35.678608,-5.668867
1631063,DES16X2epj,35.913895,-6.065306
1632017,DES16X2eqa,35.059727,-6.700189
1632020,DES16X1ept,34.908081,-5.211206
1632030,DES16X1eph,34.715332,-4.485673
1632041,DES16X1epy,34.189190,-4.503981
1632047,DES16X2epo,35.700748,-7.010386
1632066,DES16X1epi,34.638279,-4.880337
1632069,DES16X1epp,33.591930,-5.296129
1632070,DES16X2ewc,35.710873,-6.952402
1632073,NULL,35.582890,-5.979130
1633017,DES16X2gmx,36.112080,-5.608925
1633019,DES16X1epk,35.122200,-5.138483
1633033,DES16X2epz,35.375389,-5.939654
1633034,NULL,35.169346,-5.187836
1633048,DES16X2ewe,34.947613,-6.634608
1633051,DES16X1epl,34.849972,-4.497813
1634024,DES16X1epw,34.281559,-4.872537
1634026,DES16X1epr,35.319176,-5.192487
1634031,DES16X1epm,33.919109,-4.569603
1634054,NULL,35.832947,-7.110502
1635020,DES16C1ery,53.966930,-26.299557
1635022,DES16C1esh,53.770966,-26.967400
1635029,DES16S2ese,41.513516,-0.293068
1635031,DES16S2esi,41.272492,-0.302928
1635042,DES16E1esb,8.290318,-43.226593
1635048,DES16C2eso,54.760437,-29.118738
1635054,NULL,8.257635,-43.627712
1635057,NULL,9.070010,-42.821114
1635060,DES16E1gue,7.234472,-43.234535
1635063,DES16C3erz,52.385124,-28.913912
1635085,NULL,7.186626,-42.207356
1635086,NULL,8.672290,-42.479160
1635089,DES16E1fkd,8.690682,-42.632187
1635090,DES16E1esa,8.648396,-42.593868
1635091,DES16E1fke,8.640848,-42.621063
1635103,DES16X3esk,37.167519,-4.522293
1635106,DES16X3ewd,37.062237,-4.471622
1635114,DES16X3esn,36.756397,-5.569138
1635123,DES16C3esm,53.461186,-28.139019
1635125,DES16C3esr,51.820343,-28.364092
1636018,DES16C1esd,55.265274,-26.670908
1636021,DES16C1ewf,54.391544,-27.823170
1636034,DES16E2esc,10.430883,-43.764561
1636036,DES16E2est,10.507988,-43.784077
1636043,DES16E2etb,9.855684,-43.611569
1636054,NULL,9.753121,-43.549152
1636057,DES16E1esx,7.716998,-43.017510
1636063,NULL,41.124752,-0.789595
1636064,DES16S2ess,41.117676,-0.766257
1636076,DES16E1ezx,7.310080,-42.687843
1636077,DES16E1esg,7.917866,-42.479149
1636079,DES16C3hcg,53.663899,-27.754728
1636083,DES16E1esz,6.646338,-43.341564
1636090,DES16E1etq,7.523340,-43.110035
1636093,DES16E1ezz,8.546782,-42.989124
1636111,DES16X3esf,36.925003,-4.248192
1636113,DES16X3esj,36.221008,-5.449090
1636118,DES16X3etd,36.632397,-4.817724
1636123,DES16C3esy,52.819954,-28.273457
1637017,DES16C1etc,53.198303,-27.042790
1637020,DES16C1ete,53.546356,-27.071648
1637037,DES16E2etg,10.397799,-44.635330
1637040,DES16E2ezy,9.379578,-43.697559
1637043,DES16C2etk,54.658253,-28.900734
1637048,DES16S2eth,40.687515,-1.587950
1637051,DES16C3esl,52.836437,-28.985622
1637055,DES16C3fpx,52.143555,-27.526444
1637062,DES16E1gbc,8.865921,-42.850369
1637063,DES16C3eti,52.357864,-28.694805
1637068,DES16C2etr,53.956780,-28.533199
1637070,DES16E1gbb,8.055162,-43.184578
1637072,DES16E1faa,7.259271,-43.910355
1637074,DES16E2esq,9.221460,-43.648693
1637077,DES16E1esp,8.938618,-43.404381
1637093,DES16X3etl,36.892460,-5.212609
1638030,DES16S2ffk,41.714397,-1.379116
1638031,DES16E1etx,8.139966,-43.891949
1638033,DES16E1fab,8.076002,-43.470741
1638040,DES16S2eto,40.643848,-1.203849
1638052,DES16C3esu,51.886143,-28.169569
1638053,DES16C3ett,52.280670,-28.077316
1638061,NULL,53.684933,-28.419020
1638067,DES16E1esv,6.837415,-42.490593
1638069,DES16E1fac,8.931457,-42.542015
1638072,DES16E1etn,6.874891,-42.456379
1638073,DES16E1fad,6.876298,-42.455586
1638093,DES16C3esw,53.517986,-28.645203
1638121,DES16X3etw,37.093144,-5.245825
1638130,DES16C3eub,52.883152,-27.991447
1638136,DES16C3etv,53.590279,-27.874210
1638138,NULL,53.779720,-27.368044
1639021,NULL,54.553040,-26.323904
1639025,DES16E2fae,10.120909,-43.370361
1639026,NULL,41.431374,-1.184300
1639034,DES16E1eta,7.919833,-42.729977
1639038,NULL,41.339195,-0.544371
1639047,DES16E1fkf,8.041185,-42.336990
1639048,DES16E1etz,8.207356,-42.978493
1639049,DES16E1fkg,8.395769,-42.916195
1639052,DES16E2eua,9.199816,-44.352982
1639053,DES16E1eud,8.410615,-42.689308
1639055,DES16C3hch,53.526642,-28.634207
1639058,DES16E1etf,8.606847,-43.551746
1639060,DES16E1ets,9.239026,-43.156841
1639095,NULL,8.790987,-43.857834
1639098,DES16C3ewj,52.277950,-28.612871
1639100,NULL,37.046009,-4.411863
1639104,DES16X3euc,36.278725,-4.127460
1639112,DES16C3etj,51.816559,-28.107727
1639122,DES16C3etm,52.964714,-28.125156
1639124,DES16C3ffn,52.432346,-27.667900
1640020,DES16C1ewg,55.246265,-26.692287
1640023,NULL,8.548616,-44.363949
1640029,DES16S2fpy,41.790539,-0.756556
1640031,DES16S2euf,41.675850,-0.930512
1640033,DES16E2eue,10.098452,-44.366104
1640040,DES16S2etp,40.521389,-0.853460
1640044,DES16C2eug,53.960609,-28.712990
1640048,DES16C2gqu,54.411034,-28.451576
1640057,DES16C3ffo,53.330448,-27.866619
1640058,DES16C2euh,54.748062,-29.631043
1640060,DES16E2faf,8.925555,-43.948811
1640063,DES16E1fag,6.460651,-42.845642
1640072,DES16E2etu,10.192277,-43.463146
1640073,DES16E2euj,10.244155,-43.365288
1640074,DES16E2eui,10.243530,-43.347916
1640075,DES16E2gmy,10.297753,-43.368565
1640083,DES16E2fah,9.130913,-44.385540
1640088,NULL,35.845017,-5.033493
1640107,NULL,35.527977,-4.535104
1640119,DES16C3ftl,51.667358,-28.447945
1640124,DES16C3ety,51.721436,-28.458529
1640125,DES16C3gyi,51.747849,-28.447016
1640129,DES16C3hbo,51.925057,-28.462278
1640130,DES16C3hbn,51.916733,-28.476259
1640132,DES16C3ewh,52.212746,-28.494915
1641018,NULL,43.261826,-0.843550
1641024,DES16S1ffm,42.632690,-0.419471
1641030,DES16S1ewr,42.961426,0.359108
1641041,DES16S1ffp,42.029453,-0.448315
1641051,DES16S1ewi,43.086289,-0.564672
1641057,DES16S1ffq,42.289082,-0.636158
1641059,NULL,42.529148,0.416550
1641063,DES16S1ffl,42.484650,0.591594
1641065,DES16S1ffs,42.571487,-0.918063
1641080,DES16X1ewu,34.300354,-5.775075
1641088,DES16S1fxg,43.387749,0.576078
1641091,NULL,35.208698,-6.220631
1641092,NULL,35.862888,-5.948774
1641099,DES16X2ewx,34.914070,-6.299697
1641105,NULL,35.542770,-5.931925
1641114,DES16X2ewm,34.979088,-6.823668
1641118,DES16X1ewz,34.653748,-4.866625
1641119,DES16X1ewn,33.599339,-5.289987
1641120,NULL,34.682156,-4.894434
1641124,DES16X1ewk,33.810089,-5.045143
1641133,DES16X1ewq,33.800858,-5.330633
1641155,NULL,35.164368,-5.610221
1641157,NULL,36.219971,-6.433786
1641164,DES16X2ewt,36.112110,-6.192842
1641169,DES16X2fdl,35.413437,-5.742801
1641170,NULL,36.211403,-6.214577
1641172,DES16X3exi,36.966343,-5.240982
1641173,DES16X3eww,36.320602,-4.489731
1641176,DES16X3exd,36.888847,-4.323606
1641183,DES16X3exr,36.782547,-4.953131
1641184,DES16X3ewl,36.856190,-5.005456
1641195,DES16C1exg,55.023315,-27.499981
1641196,DES16X3exc,35.421364,-4.482059
1641204,DES16X2ewy,35.653133,-7.103172
1641205,DES16X2exq,34.914928,-6.813211
1641259,DES16C3ewp,53.672829,-27.730038
1641261,DES16C3gzx,52.793541,-28.087463
1641264,DES16C3ffr,53.291992,-27.681656
1641268,DES16E1fay,7.587245,-43.840389
1641272,DES16E1fak,7.135072,-42.633061
1641273,DES16E1fai,8.200927,-42.308960
1641279,DES16E1fkj,7.792492,-42.662983
1641283,DES16E1fao,6.845047,-42.465397
1641288,DES16E1fkh,8.136711,-43.753716
1641298,DES16E1fan,8.864742,-42.621159
1641300,DES16E2fkk,10.433478,-44.415432
1641311,NULL,9.699590,-43.241894
1641329,DES16C2faq,53.627331,-29.867037
1641335,DES16C2fal,54.399666,-28.641640
1641336,DES16C2fxh,54.892422,-28.578560
1641337,DES16C2fas,53.794514,-28.563685
1641345,DES16E2fam,8.503469,-43.941090
1641350,DES16C2fat,54.139717,-29.446552
1641352,DES16E2gmz,9.177752,-44.072926
1641354,DES16E2fki,9.103304,-43.380737
1641356,DES16C2fko,54.681541,-28.126652
1641364,DES16X3faz,36.173985,-4.661034
1641368,DES16X3fav,37.248722,-4.295353
1641375,DES16X3fap,36.741798,-4.042805
1641378,DES16X3fax,36.719467,-4.695806
1641386,DES16X3far,36.718941,-5.474365
1641388,DES16X3fvf,36.598797,-4.949358
1641394,DES16X3faw,36.685516,-5.032802
1641395,DES16X3fau,36.004772,-4.205805
1642019,DES16S1exe,43.572716,-0.187644
1642052,DES16S1ews,42.830193,0.446683
1642053,DES16S1exj,42.858738,0.471675
1642056,DES16S1fqa,43.035111,0.355708
1642068,DES16S1exp,42.037537,0.362771
1642070,DES16C3ffu,52.979408,-28.689732
1642074,NULL,35.418373,-6.105392
1642082,DES16X2fxi,35.169212,-5.698688
1642085,DES16X1ewv,35.005299,-4.953808
1642086,DES16X1exk,34.171005,-5.298442
1642091,DES16X1exn,35.240475,-4.470119
1642093,DES16X1fpz,35.295971,-5.188716
1642094,NULL,35.373257,-4.502593
1642111,NULL,35.626820,-5.951683
1642117,DES16X3exa,35.741726,-4.496129
1642125,DES16X2exb,34.791416,-6.727058
1642131,DES16C1ffv,54.248074,-26.438608
1642134,DES16C1exm,54.174870,-27.875620
1642136,DES16C1gpa,54.409027,-26.498938
1642137,DES16C1gde,54.388638,-26.577227
1642138,DES16C1ffw,54.310532,-26.419895
1642139,DES16C1gge,54.380192,-26.298149
1642141,NULL,55.216229,-26.856991
1642158,DES16S2fft,40.509708,-0.532766
1642166,DES16S2exf,41.618488,-0.505915
1642174,DES16C3exz,53.128830,-27.650467
1642178,DES16C3ffy,52.388535,-28.350605
1642192,DES16X3exy,36.577896,-4.634595
1643044,DES16S1fqb,41.749672,-0.031348
1643045,DES16S1ffx,43.710110,0.295567
1643054,DES16S1exu,43.383003,0.455630
1643056,DES16S1eya,43.378471,0.358509
1643062,NULL,34.440888,-5.071152
1643063,DES16X1ext,34.191608,-5.719122
1643075,DES16S1exv,43.491875,0.335816
1643089,NULL,35.878456,-5.625556
1643090,DES16X2eye,35.888500,-5.600315
1643091,NULL,34.488632,-4.630070
1643093,DES16X1exl,33.882534,-5.399347
1643094,DES16X1eyl,33.952942,-5.398535
1643097,DES16X1exw,34.135014,-5.361842
1643098,DES16X1fdn,34.137703,-5.361672
1643120,DES16X2fdm,35.593613,-6.311576
1643130,DES16X3eyn,36.248928,-3.798790
1643136,DES16X3eyd,36.884056,-5.378598
1643139,DES16X3exo,36.065865,-5.115297
1643153,DES16C1eyj,54.325298,-27.197771
1643167,DES16S2exs,41.098648,-1.505681
1643177,DES16S2eyg,40.641262,-1.548375
1643182,DES16S2fgc,40.321304,-1.334730
1643195,NULL,40.965595,-0.475533
1643213,DES16C3fgd,52.805611,-28.241674
1643218,DES16C3eyt,53.496483,-28.214222
1643241,DES16E1fbb,9.350913,-43.135838
1643242,DES16E1fkx,7.532424,-43.080380
1643251,NULL,7.339314,-43.675377
1643252,DES16E1fky,7.383450,-43.747166
1643253,DES16E1fba,6.827968,-42.638248
1643255,DES16E1fbc,7.438127,-43.122803
1643256,DES16E1fkz,7.111168,-42.230461
1643263,DES16E2fkr,10.215218,-44.364002
1643269,DES16E2fkl,8.557273,-43.911408
1643271,DES16E2fkm,9.512036,-43.314503
1643275,DES16E2fla,8.703915,-44.091995
1643276,DES16E2fkn,9.019561,-43.717686
1643283,DES16E2fbd,10.178497,-44.208271
1643285,NULL,10.764673,-44.343784
1643289,DES16E1fkp,7.715089,-43.582310
1643290,DES16E1flb,7.904743,-43.537460
1643292,DES16E1fkq,7.952912,-43.732670
1643293,DES16E1fbe,6.548586,-42.846661
1643296,DES16E1fks,8.567547,-43.265358
1643298,DES16E1fld,7.176600,-42.234409
1643299,DES16E1fbj,7.349657,-43.347767
1643305,DES16C2fbf,54.317947,-29.222788
1643307,DES16C2fkv,55.077618,-28.937323
1643312,DES16C2fkt,55.241985,-28.717827
1643313,DES16C2fkw,54.514488,-29.538906
1643315,NULL,54.584457,-29.473461
1643316,DES16C2flh,53.841248,-29.687880
1643323,DES16C2fbh,53.951859,-28.113592
1643327,DES16C2fli,54.084492,-29.006638
1643328,DES16X3fbn,36.837719,-5.059598
1643329,DES16X3fbg,35.630806,-4.949774
1643334,DES16X3fbl,36.707340,-5.353501
1643335,DES16X3fbk,36.902321,-5.307974
1643338,DES16X3fbi,35.860195,-4.512352
1643339,DES16X3fbm,35.876102,-5.027215
1643344,DES16X3fll,36.496151,-3.931772
1643348,DES16X3fku,36.615772,-3.885618
1644018,DES16S1eys,43.416592,-0.298583
1644022,DES16S1eyw,43.234463,-0.192345
1644023,DES16S1exx,43.051228,-0.904081
1644038,DES16S1fgf,43.553261,-0.207778
1644041,DES16S1eyr,43.570522,0.430497
1644052,DES16X1gwc,34.681179,-4.893477
1644061,DES16C3ffz,52.847565,-28.881445
1644078,NULL,34.466660,-5.455643
1644082,DES16X1eyh,34.099407,-5.499870
1644083,DES16X1eyu,33.615665,-4.704620
1644089,NULL,34.954586,-5.616995
1644126,DES16X3eyb,36.693024,-5.247811
1644128,DES16C1eyc,54.145332,-27.450155
1644131,DES16X2eyx,35.721897,-6.649150
1644147,DES16C3fgh,52.815064,-28.174721
1644153,DES16C3eyi,52.463688,-27.549635
1644163,DES16S2fga,41.037304,-1.175506
1644170,DES16S2fgi,41.705460,-1.671315
1644174,DES16S2gqw,41.559097,-0.841096
1644175,DES16S2fxj,41.613369,-0.885689
1644180,DES16C3fgk,51.558086,-28.233629
1644182,DES16C3fge,53.253410,-28.323830
1644186,DES16S2fgg,40.232227,-0.912941
1644199,DES16C3fgj,53.163025,-27.967304
1644205,DES16C3fgb,52.092724,-27.846994
1644207,DES16C3eyz,52.904480,-28.584293
1644209,DES16E1flc,8.424415,-42.195152
1644211,DES16E1fbo,9.110494,-43.358231
1644213,DES16E1flg,7.963182,-43.701050
1644214,NULL,9.091857,-42.806225
1644217,DES16E1fbs,7.433886,-43.199238
1644218,DES16E1gbd,8.775697,-42.686237
1644229,DES16E1fbq,7.262101,-43.354160
1644233,DES16E1fbp,8.131138,-43.457584
1644237,DES16E1fle,7.737092,-43.054394
1644242,DES16E2fvg,10.786549,-44.015163
1644246,DES16E2flk,9.721246,-44.185352
1644251,DES16E2flf,10.306571,-43.640610
1644264,NULL,10.095988,-44.552509
1644266,DES16E2gna,10.085125,-44.518562
1644270,DES16E2fbv,8.373186,-43.950283
1644273,DES16E1fbr,7.385073,-42.421661
1644274,DES16E1fbt,8.219436,-42.374432
1644276,DES16E1flo,8.030117,-42.199551
1644279,DES16E1flm,9.075931,-43.343552
1644282,DES16E1fbw,7.495324,-43.019386
1644289,DES16C2fbu,54.170395,-29.031975
1644290,DES16C2flj,53.656052,-29.562813
1644295,DES16C2fby,54.227325,-29.341900
1644298,DES16C2fca,53.446999,-29.452807
1644300,DES16C2gqv,54.297699,-28.640474
1644301,DES16C2fcc,54.395348,-28.642075
1644303,DES16C2flq,54.505070,-29.507702
1644306,NULL,53.642117,-29.047644
1644310,DES16C2fln,55.094891,-28.885700
1644321,DES16C2fbz,53.779141,-29.213778
1644322,DES16X3fcb,36.688255,-4.641864
1644332,DES16X3fbx,35.552277,-4.642508
1645042,DES16S1eyq,43.075119,-0.435321
1645052,DES16S1eyf,43.585369,0.584169
1645067,NULL,34.220017,-4.091883
1645068,NULL,34.897213,-4.359957
1645071,DES16S1eyk,42.906261,-0.483192
1645074,DES16S1eyy,41.915558,0.064466
1645079,DES16X2eyv,35.885990,-6.302810
1645092,DES16X2fdq,35.902691,-6.229933
1645094,DES16X2eze,35.791985,-6.285466
1645099,DES16X1eym,34.696980,-4.362491
1645100,DES16X1ezb,34.501442,-5.000303
1645101,NULL,35.520207,-5.032209
1645103,DES16X1fdp,35.020130,-5.724238
1645122,DES16X2fdr,35.880650,-6.986558
1645125,DES16X2fdo,35.159782,-5.767457
1645136,DES16X3ezc,37.173832,-4.375341
1645140,DES16X3ezf,36.777741,-4.883165
1645144,DES16X3eyo,35.688828,-5.005919
1645145,DES16X3ezd,35.776611,-4.949656
1645149,DES16X2eyp,34.856926,-6.194385
1645156,DES16C1ezh,54.742943,-27.741240
1645157,DES16C1fgl,54.701649,-26.858032
1645158,DES16C1fgm,54.691826,-27.787437
1645164,DES16C1ezg,54.499619,-26.829844
1645184,DES16S2fgn,41.467949,-0.919410
1645195,DES16S2fgp,41.268093,-1.604364
1645205,DES16C3eza,52.663193,-28.506119
1645208,DES16C3fgo,52.949165,-29.020193
1645214,DES16S2fqc,41.051502,-1.120918
1645217,DES16X3ezj,36.007378,-3.764776
1645223,DES16C3ezi,52.704071,-27.830824
1645232,DES16E1fcd,8.392477,-43.182106
1645234,NULL,7.389596,-43.510796
1645236,DES16E1gkm,7.758766,-43.018684
1645238,DES16E1fce,8.636733,-43.180946
1645249,DES16E1fci,7.747036,-43.184036
1645254,DES16E1fcf,8.366818,-43.257427
1645263,DES16E2flp,9.234244,-43.759911
1645272,DES16E2fcj,9.922808,-43.150620
1645276,DES16E2flv,10.044861,-43.106136
1645281,DES16E2fme,10.448398,-44.290714
1645290,DES16C2fcg,55.413651,-29.160210
1645293,DES16C2fck,54.746040,-29.278721
1645302,DES16E2flr,10.865907,-44.020065
1645303,DES16C2fls,55.053581,-29.139284
1645304,DES16C2flw,54.398834,-28.615566
1645305,DES16C2fmf,53.798481,-29.008173
1645307,DES16C2flt,54.482903,-28.645773
1645311,NULL,10.569486,-44.104507
1645318,DES16C2flx,54.202431,-28.902996
1645319,DES16X3flu,36.261917,-4.261896
1645328,DES16X3fch,36.204018,-3.769476
1646018,DES16E1fcl,8.110463,-43.881088
1646021,NULL,7.531683,-43.945225
1646025,DES16E1fcn,6.508472,-42.845066
1646027,DES16E1fcp,8.490128,-42.851967
1646028,NULL,8.407786,-43.840363
1646031,DES16E1gkn,8.812274,-42.357918
1646034,DES16E1fly,8.477595,-42.727131
1646037,DES16E1fcm,7.365369,-42.852974
1646042,DES16E1fmh,7.010014,-43.123089
1646055,DES16E2fmg,8.236376,-44.032723
1646056,DES16E2fma,9.964885,-43.728405
1646064,DES16E1flz,8.345593,-43.742764
1646072,DES16E2fco,8.580960,-44.439350
1646074,DES16E2fcq,8.773989,-43.622555
1646075,DES16E2fmi,9.184832,-43.937611
1646079,DES16E1fct,6.967696,-42.550270
1646082,DES16E1fcv,6.843174,-42.489349
1646084,NULL,6.847445,-42.462875
1646092,DES16C2fcu,54.967693,-28.979473
1646094,DES16C2fmc,54.672676,-29.498604
1646096,DES16E2fcr,9.188677,-44.261013
1646098,DES16E2fcs,10.287057,-44.224766
1646102,DES16C2fmj,53.800594,-28.808117
1646103,DES16C2fmb,53.868359,-28.747740
1647034,NULL,36.371296,-6.812041
1647039,DES16X2fed,36.151497,-6.168708
1647044,DES16X2fds,36.263321,-6.620279
1647048,DES16X1fqe,34.744873,-5.139040
1647064,DES16X2fqd,36.574307,-6.546752
1647070,DES16X1fdu,34.704762,-4.897405
1647073,DES16X1fdt,34.007435,-5.393847
1647081,DES16X3fdw,36.676930,-3.637110
1647082,DES16X3fdv,36.691383,-3.663764
1647083,DES16X1fmd,35.540813,-5.002859
1648029,DES16X2fes,34.792908,-6.764885
1648041,DES16X1fec,35.378975,-5.121441
1648045,DES16X2feg,36.585918,-6.718038
1648070,DES16X2feb,35.696426,-5.635079
1648073,DES16X2feu,35.424507,-5.946151
1648074,DES16X2fxk,36.115383,-5.976193
1648076,DES16X1fer,33.780430,-5.032818
1648090,DES16X3fdx,36.071232,-3.858079
1649020,DES16X1ffa,34.296261,-4.807535
1649021,DES16X1fdy,33.721466,-5.009763
1649030,DES16X2feo,34.788921,-6.621854
1649031,DES16X2fey,35.793316,-5.850792
1649051,NULL,35.398254,-7.339180
1649068,DES16X1fea,35.280796,-4.552905
1649071,DES16X1gnb,34.762699,-4.076851
1649079,DES16X2fqk,35.313313,-6.537242
1649091,DES16X1fxl,33.807396,-5.385922
1650017,DES16X2fef,35.854424,-6.060283
1650019,DES16X2fep,35.731049,-6.148415
1650024,DES16X1few,34.649418,-5.065942
1650034,DES16X1gef,34.903290,-4.496229
1650036,DES16X1fee,34.958359,-4.472873
1650037,NULL,33.988510,-4.909974
1650038,DES16X2gko,35.522835,-6.396576
1650039,DES16X2fev,35.529583,-6.381051
1650040,DES16X2fen,35.549507,-6.391201
1650044,DES16X2fqg,35.662132,-6.352150
1650046,DES16X2fet,35.734039,-6.298652
1650048,DES16X2feh,35.396767,-6.186260
1650070,DES16X1fqi,34.589573,-4.218382
1650081,DES16X1fei,34.598015,-5.461641
1650096,DES16X3fej,36.932327,-5.225956
1650097,DES16X3fek,36.067383,-3.635628
1650099,NULL,37.109787,-4.789376
1651018,DES16X1fez,34.514046,-4.626130
1651028,NULL,36.077255,-7.185554
1651053,DES16X2fex,36.060005,-7.387665
1651058,DES16X1gac,35.253208,-5.116601
1651070,DES16X1feq,34.683636,-4.399845
1651072,DES16X1fel,34.320770,-5.226439
1651078,DES16X3fem,35.956123,-4.623735
1652018,DES16S2fha,40.352768,-1.334748
1652023,DES16S2fxm,41.160423,-1.724252
1652035,DES16S2fqf,40.632004,-1.601687
1652053,DES16S2fqh,40.692997,-0.536631
1652057,DES16S2fhd,41.649815,-0.844032
1652060,DES16S2fhg,41.325150,-0.965992
1652067,DES16S2fgr,40.229523,-0.870589
1652075,DES16S2fgq,40.841091,-0.507057
1652094,DES16S1fhk,43.009018,-0.865046
1652097,DES16S1fgs,43.157887,-0.890093
1652101,DES16S1fgt,43.315628,0.423173
1652107,DES16S1fhs,43.310387,0.211862
1652108,DES16S1fhq,42.951851,0.616471
1652139,DES16C3fqj,53.220951,-28.031702
1652146,DES16C3fgu,52.845928,-28.497652
1652150,NULL,52.286339,-28.320515
1652158,DES16C1fie,54.212799,-26.358437
1652159,NULL,54.713306,-27.559097
1652162,DES16C1ftn,54.348286,-27.063782
1652163,DES16C1fxn,54.188168,-26.862099
1652165,DES16C1fgw,54.222706,-27.430872
1652173,DES16C1fgv,53.693440,-26.898422
1652176,NULL,51.750431,-28.440519
1652177,DES16C3fhy,51.810913,-28.470772
1652178,DES16C3ftm,51.815815,-28.461498
1652181,DES16C3hbp,51.920681,-28.461226
1652195,DES16E2fnd,8.495864,-43.799709
1652196,DES16E1fmo,7.463538,-43.952976
1652200,NULL,8.857712,-43.195820
1652202,NULL,8.914927,-43.195320
1652203,DES16E1fmk,7.625845,-42.524498
1652204,DES16E1fml,6.862526,-42.685257
1652209,NULL,9.272120,-44.634388
1652212,DES16E2fvh,8.449752,-44.467159
1652218,NULL,8.342815,-43.442486
1652220,DES16E1fmp,8.210179,-43.227963
1652223,DES16C2fnb,53.977722,-29.228064
1652224,DES16C2fng,54.542328,-28.683966
1652226,DES16C2fxo,54.266037,-29.686785
1652231,DES16C2fmm,54.774170,-29.721523
1652233,NULL,55.102730,-29.273701
1652235,NULL,10.079582,-44.005962
1652239,DES16X3fmr,37.208874,-4.980745
1652240,DES16X3fmn,36.064068,-4.554124
1652241,DES16X3fnh,37.256584,-5.033081
1652243,DES16X3fni,36.938973,-4.779099
1652245,DES16X3fmq,36.152180,-5.497178
1652246,DES16X3fms,35.829708,-4.088424
1652247,DES16X3fne,36.058128,-4.215380
1652250,DES16C2fxp,54.204517,-28.449638
1652261,DES16X3fvi,37.011776,-4.254271
1653029,DES16S2fhv,40.721836,-1.581349
1653034,DES16S2gqx,40.922878,-0.451439
1653038,DES16S2fgx,41.525620,-0.438441
1653042,NULL,40.980892,-1.884795
1653045,NULL,42.220703,0.470269
1653049,DES16C3fic,52.980866,-29.048599
1653051,NULL,52.973087,-27.811911
1653053,DES16C3gad,52.816074,-27.971949
1653056,DES16S1fgy,42.709660,0.414620
1653057,DES16S1fif,42.218006,0.612372
1653070,DES16C3fqm,52.871330,-27.903521
1653078,DES16S1fij,42.568398,-0.378046
1653086,NULL,53.202152,-28.622799
1653087,NULL,43.264057,0.153294
1653090,DES16S1fhb,42.641232,0.012674
1653101,DES16C3fmt,53.505249,-28.644556
1653112,DES16C3fqp,53.187088,-27.332190
1653114,NULL,53.696610,-28.330456
1653116,DES16C3fgz,53.633667,-28.380829
1653126,DES16C1fin,53.463245,-26.502684
1653143,DES16C1fhc,54.467003,-27.475592
1653147,DES16C3fis,53.307419,-28.885294
1653152,DES16C3fhe,51.845390,-27.863421
1653156,DES16E1fnk,8.123867,-42.885922
1653163,DES16E1fmv,8.719040,-42.866531
1653166,DES16E1fmu,7.118584,-43.345200
1653168,DES16E1fnl,7.971973,-43.094215
1653178,DES16E2fvj,9.679109,-43.443211
1653180,DES16E2fnp,10.310543,-43.241322
1653184,DES16C2fmw,54.743549,-29.474157
1653186,DES16C2fmy,54.689140,-29.881727
1653189,DES16C2fmx,55.062393,-28.522636
1653193,DES16E2fmz,9.019932,-44.561802
1653195,DES16X3fnc,37.187790,-5.138148
1653203,NULL,55.121121,-29.272932
1653204,DES16C2fnf,53.826298,-28.444937
1653208,DES16C2fnt,55.457989,-29.124516
1653209,DES16X3fna,35.773659,-5.231530
1653212,DES16X3fvk,36.301487,-4.919395
1653217,NULL,37.062527,-4.072806
1654018,DES16S2fiq,40.451622,-1.571612
1654021,DES16S2gkp,40.457680,-1.516198
1654023,DES16S2fqs,41.398865,-1.727281
1654029,DES16S2fqu,41.774735,-0.347332
1654034,DES16S2fqr,41.186661,-0.474699
1654039,DES16S2fqx,41.322464,-0.947859
1654047,DES16S2fhf,41.116608,-0.249090
1654051,NULL,41.652309,-0.061160
1654072,DES16S1gyj,41.955231,0.039764
1654074,DES16S1fix,41.960259,0.019212
1654078,DES16C3fhh,52.330929,-27.365377
1654084,DES16C3fio,52.885029,-27.723112
1654086,DES16C3fql,51.494877,-28.174271
