CID,firstdetday_g,firstdetday_r,firstdetday_i,firstdetday_z
1284902,0.0,22.214000000007218,0.0,141.04699999999866
1285346,0.0,0.0,38.3179999999993,0.0
1285968,0.0,42.199000000000524,143.06099999999424,0.0
1286341,0.0,22.332000000002154,48.18900000000576,38.36599999999453
1286462,0.0,0.0,24.30500000000029,0.0
1289288,38.31400000000576,30.224999999998545,30.226999999998952,38.320999999996275
1289413,146.18599999999424,91.2300000000032,53.27900000000227,20.385999999998603
1289571,0.0,0.0,20.30500000000029,73.20999999999913
1289715,0.0,76.35700000000361,43.237999999997555,0.0
1292137,0.0,0.0,0.0,0.0
1297133,0.0,0.0,0.0,41.38900000000285
1302498,0.0,130.06500000000233,130.0809999999983,0.0
1303998,0.0,0.0,0.0,0.0
1304225,0.0,0.0,38.3179999999993,0.0
1306122,0.0,0.0,0.0,0.0
1306465,41.382000000005064,48.262000000002445,48.26499999999942,48.266999999999825
1306788,84.27599999999802,62.16099999999278,41.37299999999959,41.375
1307022,48.09099999999307,42.08599999999569,42.0879999999961,0.0
1307573,22.309000000001106,0.0,130.24900000000343,0.0
1307817,0.0,0.0,42.369000000006054,42.322000000000116
1308447,0.0,0.0,0.0,0.0
1308723,0.0,0.0,0.0,0.0
1308919,62.187000000005355,43.23599999999715,94.21599999999307,41.34700000000157
1309111,92.06299999999464,0.0,0.0,0.0
1314164,0.0,0.0,48.09599999999773,0.0
1314508,0.0,48.262000000002445,0.0,0.0
1315026,44.37700000000041,26.415000000000873,37.23700000000099,0.0
1315624,0.0,0.0,0.0,0.0
1317698,0.0,30.211999999999534,0.0,0.0
1318227,0.0,0.0,62.27300000000105,56.25200000000041
1318961,0.0,53.2129999999961,0.0,0.0
1319368,137.09999999999854,53.199000000000524,41.31400000000576,0.0
1322153,52.06900000000314,52.072000000000116,52.074000000000524,53.07299999999668
1323289,0.0,0.0,0.0,0.0
1324145,0.0,0.0,0.0,0.0
1328319,62.15900000000693,0.0,0.0,0.0
1329029,62.20200000000477,0.0,0.0,0.0
1329161,42.21800000000076,43.21700000000419,42.22200000000157,43.224999999998545
1329607,84.26299999999901,63.33400000000256,68.13300000000163,43.30599999999686
