CID	FLAG
1341344 4
1341805 4
1341870 4
1343550 4
1343308 4
1331883 4
1333000 0
1333529 0
1335664 4
1335806 4
1335884 4
1336730 4
1337356 4
1339600 4
1339702 4
1339709 4
1332307 0
1332605 4
1337684 0
1339774 0
1341823 4
1343184 4
1343687 0
1343911 4
1344078 4
1344081 4
1344201 0
1330712 4
1334257 4
1338335 4
1341345 4
1343337 4
1344087 4
1332707 4
1336150 4
1336423 4
1337830 4
1340865 0
1340868 4
1341030 4
1343035 0
1343087 0
1343107 4
1343112 4
1343114 4
1343318 0
1343322 4
1343356 4
1330658 4
1331384 4
1331295 4
1332496 4
1335253 4
1338465 0
1338574 4
1341205 4
1338875 4
1340040 0
1343232 0
1344099 4
1344191 4
1344317 4
1335698 4
1338420 4
1341575 4
1341787 0
1342851 4
1343526 4
1343562 4
1343661 0
1343742 4
1343756 4
1332164 4
1341037 4
1342272 0
1343214 4
1331302 4
1332413 4
1332815 4
1334654 4
1334829 4
1334879 4
1339479 4
1341450 4
1342631 4
1343847 4
1344029 4
1344355 4
1331725 0
1332349 0
1332691 4
1334008 4
1334872 4
1337726 4
1337840 4
1337950 4
1338914 0
1339892 4
1342117 4
1342725 4
1335459 4
1337745 4
1337760 4
1338024 0
1338503 4
1339259 4
1339367 4
1339588 4
1340491 4
1342877 0
1330601 4
1331993 4
1332376 4
1333275 4
1333638 4
1333886 4
1335058 0
1336563 0
1337155 4
1337430 4
1339558 4
1334597 4
1336454 4
1338849 4
1338940 4
1339734 4
1339738 4
1339914 4
1342198 4
1330605 4
1330654 4
1332770 0
1333959 0
1335020 4
1335165 4
1335388 0
1336852 0
1336853 0
1336854 4
1334745 4
1335472 4
1338099 4
1338952 0
1341010 4
1343029 4
1343076 4
1343178 4
1331667 4
1334573 4
1335510 0
1338864 4
1340829 4
1340879 4
1330803 4
1332852 0
1333821 4
1333823 4
1333827 4
1335926 4
1338145 4
1338233 4
1341723 0
1341726 0
1341758 4
1333248 4
1333454 4
1333530 0
1333735 0
1334311 4
1335273 4
1336011 4
1335418 4
1335428 4
1340179 4
1341448 4
1343162 0
1343212 4
1343224 4
1343566 4
1331393 4
1331902 4
1332760 0
1333241 0
1333334 0
1334087 4
1335875 0
1337710 4
1333093 0
1334262 4
1335585 4
1338613 4
1340764 4
1340928 0
1331684 4
1332363 4
1332947 4
1333140 4
1333553 0
1333944 0
1334620 4
1335203 4
1335230 0
1336247 0
1336926 4
1333408 0
1338964 4
1338966 0
1339958 4
1340390 4
1341124 4
1341367 4
1342723 4
1333102 4
1338974 0
1342408 4
1342414 4
1342460 4
1342478 4
1331823 0
1331824 0
1333190 4
1333246 4
1335081 4
1335082 4
1335277 4
1335724 0
1335725 0
1330828 4
1330903 4
1331014 4
1331052 4
1331409 4
1331616 4
1331751 0
1331753 0
1331754 0
1331836 4
1331187 4
1333598 4
1334288 4
1337235 0
1339996 4
1340047 0
1340076 4
1334551 4
1334614 4
1334836 4
1334915 4
1336633 0
1336925 4
1339520 4
1340848 4
1342510 4
1342511 4
1332276 4
1332278 4
1332511 4
1332588 4
1333555 4
1333614 4
1334567 4
1334581 4
1335432 4
1336897 4
1337158 4
1337717 4
1331660 4
1331799 4
1332105 4
1332135 4
1332499 4
1332550 4
1332580 4
1332607 4
1332608 0
1332749 4
1332779 4
1332644 4
1333458 4
1334680 4
1337640 4
1338288 4
1340172 4
1340190 4
1340214 4
1340219 4
1331558 4
1332913 4
1337778 4
1338507 0
1341628 4
1330739 0
1331781 4
1333083 4
1333084 4
1334539 0
1334546 4
1334705 4
1335775 4
1335776 4
1335885 4
1336553 4
1330598 4
1331422 4
1331425 0
1331700 4
1332264 4
1332343 4
1332951 0
1333127 4
1333129 4
1333139 0
1333173 0
1333207 4
1333590 0
1333645 0
1334099 0
1333398 0
1338759 4
1340231 4
1340424 4
1340434 4
1340435 4
1340493 4
1340521 4
1340539 4
1335060 0
1335061 0
1335065 0
1338041 0
1332916 4
1333674 4
1337221 4
1337358 4
1337804 4
1337862 4
1337941 4
1331970 4
1331979 4
1332547 0
1334357 0
1334471 4
1334423 4
1334449 4
1334526 4
1334672 4
1334707 4
1334716 4
1334765 4
1334782 4
1334816 0
1334888 4
1334966 4
1335633 0
1335669 4
1336859 0
1340094 4
1340580 0
1340625 4
1340688 0
1340701 4
1340706 4
1340717 4
1340728 4
1340775 4
1340779 0
1340781 4
1340814 4
1331494 4
1332793 4
1333438 4
1333668 4
1340975 4
1341226 4
1341949 0
1342888 4
1342909 4
1332191 4
1332293 0
1334170 4
1334448 4
1335615 4
1335651 4
1336280 0
1337295 0
1338321 4
1338368 4
1338827 0
1332280 4
1332709 4
1335070 4
1335286 0
1335456 4
1335644 0
1335808 4
1340998 4
1340932 0
1340952 4
1340953 0
1341008 4
1341012 0
1331709 4
1333392 4
1335196 4
1336894 4
1338224 4
1339891 4
1342647 4
1342681 0
1342768 4
1332195 0
1332222 4
1334734 4
1335674 4
1335185 0
1335753 0
1335886 4
1336260 4
1337673 0
1338088 4
1335854 4
1336330 4
1336409 0
1336464 4
1336630 4
1331182 4
1335658 4
1339323 4
1339682 4
1339711 4
1341049 4
1341063 4
1341081 4
1341116 4
1341135 4
1332262 4
1335283 4
1335606 4
1336307 4
1339525 0
1342636 4
1342660 4
1342707 4
1342709 4
1342740 4
1342882 4
1331162 0
1331165 0
1331414 4
1334371 0
1335761 4
1336876 4
1338471 4
1338649 4
1330653 4
1331722 4
1333663 4
1334362 4
1335287 0
1336788 4
1336805 0
1336975 4
1337007 4
1332187 0
1332229 4
1333293 4
1337314 4
1338675 4
1338727 0
1341197 4
1341255 4
1341263 4
1331450 4
1331742 4
1332095 4
1337629 4
1341227 4
1342428 4
1342991 0
1342993 0
1330569 4
1331206 4
1331208 0
1334554 0
1335675 4
1335820 4
1336579 4
1337398 0
1339056 4
1332007 4
1333499 4
1333711 4
1333712 4
1335562 0
1336819 4
1337192 4
1337194 4
1337200 4
1337206 4
1337234 4
1337330 4
1341368 4
1341370 4
1341384 0
1331081 0
1338809 0
1342670 4
1342790 0
1342804 4
1342892 4
1342932 4
1343060 4
1343061 0
1331114 4
1332319 4
1333312 4
1333314 4
1333682 4
1333887 4
1336088 4
1336441 0
1332655 0
1334833 0
1337251 4
1337254 0
1337989 4
1338011 4
1338026 0
1338128 4
1331669 4
1332212 4
1341118 4
1341445 0
1341483 4
1341556 4
1333631 0
1334901 4
1339417 4
1339419 4
1342910 0
1331899 4
1332557 0
1333403 4
1333604 0
1334939 4
1336784 4
1336872 4
1337214 0
1337918 4
1338079 0
1338620 0
1338686 4
1330686 4
1331323 0
1333751 0
1333753 0
1333755 0
1333757 4
1335305 4
1335490 4
1338170 4
1338243 4
1338255 4
1338322 4
1338376 4
1338387 4
1338749 4
1338753 4
1332010 4
1332987 4
1333700 4
1333725 4
1333726 0
1341583 4
1341604 4
1336845 4
1335274 4
1337269 4
1338775 4
1341851 4
1341853 4
1342123 4
1343075 0
1343088 0
1343092 4
1332461 4
1332466 4
1333272 0
1335572 4
1335269 0
1336172 4
1336329 4
1336599 4
1337241 0
1337242 4
1337346 0
1338025 0
1338843 4
1332595 4
1332596 4
1333489 4
1338898 4
1338937 4
1338956 4
1338960 4
1339220 4
1339243 4
1330791 4
1331748 0
1332372 4
1332399 4
1336558 4
1337447 4
1340673 4
1340880 4
1341714 0
1341724 0
1341732 4
1341741 4
1341807 4
1341857 4
1341873 4
1335067 0
1336000 0
1337325 4
1337326 4
1342546 0
1342747 4
1342881 0
1332870 4
1333518 0
1334238 0
1337400 4
1338866 0
1339298 4
1339441 4
1339497 4
1339534 0
1339575 4
1339592 4
1333306 4
1338810 0
1339190 4
1340444 4
1341306 4
1333866 4
1339714 4
1340398 4
1333178 0
1333179 0
1336619 4
1338074 4
1339102 4
1339659 4
1339677 4
1339723 4
1339773 4
1332993 4
1333159 0
1333252 4
1341894 4
1341896 0
1341959 4
1341970 4
1342013 0
1330664 4
1330665 0
1331865 4
1339092 0
1339792 4
1340711 4
1341267 4
1343071 4
1343083 0
1343116 4
1343143 0
1343144 4
1343157 4
1343164 4
1343165 0
1331296 4
1331297 0
1332296 4
1332839 4
1332409 4
1332932 4
1333280 4
1335801 0
1337461 0
1341209 4
1342097 4
1342170 0
1342183 0
1330827 0
1332225 4
1332594 4
1333039 4
1333040 4
1333196 4
1334383 0
1334785 0
1335955 4
1336238 4
1336239 4
1338204 0
1338439 4
1338700 4
1339217 4
1331668 4
1331804 4
1332157 4
1333009 0
1333253 4
1333569 4
1334889 4
1337239 0
1337596 4
1331430 4
1333684 0
1338360 4
1342230 0
1342310 4
1334302 4
1338082 4
1338124 4
1338441 4
1339276 4
1341478 0
1333096 0
1337344 4
1338090 4
1338490 0
1338723 4
1339137 4
1330607 4
1338110 0
1341212 4
1331477 4
1331480 4
1331521 4
1331587 0
1331592 4
1331663 4
1331738 0
1331809 4
1331983 0
1331995 4
1331536 4
1331671 4
1331887 4
1332780 4
1333166 4
1334047 4
1335079 4
1336885 4
1337817 0
1337698 0
1337825 4
1339348 4
1332430 4
1332802 0
1332803 4
1332804 4
1333535 4
1333746 4
1335399 0
1332146 4
1332149 4
1332179 4
1332486 4
1332704 4
1331555 4
1332515 4
1332628 4
1333695 4
1333697 4
1334467 0
1334470 4
1335066 0
1336426 4
1338013 4
1338211 4
1332680 4
1332721 4
1333254 0
1333255 4
1333683 4
1334668 4
1335263 0
1335593 4
1335744 0
1336321 4
1330599 4
1331529 4
1331670 4
1332986 0
1332989 4
1332997 4
1333003 4
1333165 4
1333235 0
1333268 0
1333269 0
1330656 0
1330657 4
1332366 4
1332971 4
1333223 4
1334658 4
1335637 4
1335694 4
1335739 0
1338818 0
1332245 0
1332878 4
1333377 0
1333538 4
1334557 4
1335055 4
1335476 4
1335818 4
1337085 4
1337677 4
1338003 4
1330842 4
1331412 4
1333336 4
1333430 4
1333497 4
1333710 4
1333722 0
1333732 4
1333844 4
1331838 0
1334469 4
1335174 0
1336317 4
1336940 4
1338218 0
1338223 4
1338454 0
1331707 4
1333011 4
1333047 0
1334989 4
1336485 4
1335953 0
1335964 0
1335966 4
1335967 4
1335970 4
1335971 4
1335972 4
1335973 4
1335978 4
1335979 0
1337715 0
1338121 4
1331036 4
1331964 4
1331966 0
1332103 4
1333001 0
1334397 4
1334484 4
1334520 4
1334530 4
1334569 0
1334588 4
1334593 4
1330916 0
1336707 4
1338716 0
1339703 4
1339705 4
1339733 4
1340054 4
1340356 4
1340619 4
1335091 4
1335427 4
1335610 0
1336693 4
1336783 4
1337291 4
1337292 4
1337630 0
1338179 0
1338201 0
1338469 0
1332036 4
1334727 0
1334790 0
1334835 4
1334885 4
1346033 4
1335573 4
1335198 4
1335310 4
1335313 4
1333851 0
1335672 4
1337366 4
1339424 4
1340009 4
1340158 4
1340324 4
1340410 4
1340623 4
1340641 4
1340887 4
1332819 4
1333483 4
1333576 4
1334496 4
1334321 4
1335802 0
1336009 4
1335387 4
1335415 0
1336549 0
1336552 4
1338762 4
1335073 4
1335582 4
1335422 0
1335624 0
1335677 4
1335690 4
1335717 4
1335777 0
1335779 4
1335836 4
1335868 4
1335869 4
1335870 4
1334432 4
1336718 4
1339332 4
1339339 4
1339620 4
1340125 4
1340132 4
1340245 4
1340723 0
1334715 4
1336480 4
1336953 4
1337143 4
1338015 4
1339278 4
1339291 4
1339326 4
1331747 0
1331813 4
1333015 4
1333171 4
1333480 4
1333481 4
1333570 4
1333571 4
1333572 4
1335654 4
1335887 4
1336160 4
1336008 4
1336015 4
1336021 4
1336257 0
1336271 0
1336344 0
1334244 4
1337079 0
1337465 4
1338010 4
1339756 4
1340181 4
1340584 4
1340773 4
1340894 4
1340954 4
1340992 4
1341000 4
1332564 4
1333194 4
1339407 4
1339428 0
1339462 4
1339499 0
1339502 4
1331578 0
1331905 4
1332169 4
1333236 0
1336565 4
1336656 4
1336769 4
1336840 4
1336942 4
1337306 4
1339977 4
1340238 4
1340454 4
1340484 4
1333319 4
1333356 4
1333662 4
1336309 4
1336427 0
1338524 4
1338842 0
1339564 0
1332207 4
1336363 0
1337171 4
1337117 4
1337198 4
1337204 0
1337226 4
1337236 4
1337244 4
1337272 4
1330659 4
1334177 4
1337339 0
1340258 4
1340419 4
1340916 4
1340917 4
1340972 4
1332170 4
1332632 4
1332792 4
1332799 4
1334665 4
1339270 4
1339646 4
1340515 4
1331512 4
1334859 4
1337462 4
1337675 4
1337736 4
1337843 4
1330990 4
1330995 4
1333333 0
1335701 4
1337544 4
1339224 4
1339351 4
1339549 4
1340840 4
1331344 4
1332988 0
1333045 0
1333517 4
1337455 4
1339764 4
1339771 4
1339853 4
1340568 4
1340910 4
1331953 4
1331954 4
1333476 4
1334677 4
1336958 4
1337211 4
1337870 4
1337920 4
1337971 4
1337973 0
1338009 4
1338123 0
1338202 0
1338215 4
1338378 4
1338382 0
1338430 4
1332008 4
1332107 4
1334735 4
1335154 0
1335446 4
1335676 4
1335678 4
1337081 0
1337083 4
1339176 4
1331672 4
1332645 0
1333743 4
1334231 4
1335166 4
1337073 4
1337440 4
1338432 0
1338459 4
1338460 4
1338488 0
1338493 0
1338512 4
1338537 4
1338643 4
1331130 4
1331367 4
1332194 4
1332243 4
1339782 0
1339909 4
1340244 4
1340633 4
1330641 0
1330642 4
1333145 0
1335189 0
1335361 4
1337540 4
1338811 0
1338822 0
1332689 4
1333308 0
1336272 4
1336364 4
1338955 0
1338959 4
1339073 4
1339075 4
1339142 4
1339226 4
1339246 4
1331661 4
1334249 0
1335879 4
1337128 4
1337283 4
1337345 4
1330594 4
1330595 4
1330617 4
1330662 0
1330775 4
1330781 0
1330783 4
1330917 4
1331087 4
1331210 4
1330699 0
1330793 4
1331876 4
1332857 4
1332858 4
1339384 4
1339387 4
1339411 4
1339639 4
1339640 4
1339666 4
1332202 4
1332677 4
1334395 4
1337929 4
1338396 4
1338423 0
1338868 0
1333767 4
1336866 0
1336903 4
1336980 4
1337321 4
1337687 4
1337809 4
1337838 4
1337865 4
1334547 4
1337217 4
1338144 4
1338278 4
1339051 4
1339055 4
1339667 4
1339729 4
1339987 4
1340440 4
1340961 4
1331925 4
1332738 4
1332747 4
1335569 0
1335878 4
1338690 0
1339498 4
1340700 4
1340713 4
1341426 4
1342580 4
1330886 0
1331447 4
1332537 4
1332865 0
1333399 4
1334507 4
1336646 4
1331973 4
1332059 4
1332657 4
1333625 4
1334623 4
1337975 4
1338665 4
1338718 4
1338932 4
1332672 4
1334466 4
1334908 4
1340349 4
1332860 4
1336431 4
1338579 4
1339030 0
1339131 4
1340333 4
1341085 4
1342996 4
1343595 4
1331010 4
1331238 0
1332124 4
1332126 4
1332701 4
1334625 4
1335019 4
1337243 0
1337401 4
1339183 4
1339393 0
1339519 4
1340595 4
1340869 4
1330706 0
1335420 0
1336905 4
1338861 0
1339219 4
1339392 4
1339425 4
1341181 4
1343243 0
1343246 0
1333864 4
1337174 4
1338906 4
1339570 4
1339615 4
1343234 4
1343244 4
1343667 4
1343682 4
1330911 0
1331664 4
1331719 4
1332653 4
1333957 4
1335190 4
1335224 4
1336311 4
1337947 4
1334906 4
1334282 4
1337276 4
1338399 4
1338408 4
1339300 4
1341307 4
1341356 4
1341491 4
1341633 0
1330618 4
1333613 4
1338374 4
1339716 4
1342988 0
1343177 0
1343247 4
1343254 4
1343340 0
1343314 0
1343335 4
1331413 0
1332055 4
1333702 4
1339043 4
1340652 4
1340656 4
1332358 4
1333162 0
1333211 4
1333327 4
1333328 4
1335627 4
1335333 0
1336577 4
1337829 0
1339109 4
1339166 4
1339325 4
1339327 4
1332635 4
1332662 4
1337616 4
1339179 4
1341788 4
1341901 0
1341957 0
1341979 0
1342018 4
1342079 4
1333183 0
1340854 4
1340856 4
1342853 4
1343209 4
1343336 0
1332016 4
1339232 4
1339237 4
1341446 0
1341721 4
1342255 4
1342544 0
1343205 4
1330970 4
1332392 4
1332873 4
1333738 4
1333741 0
1334253 4
1335648 0
1335649 4
1335718 4
1336634 4
1336662 4
1336668 0
1338096 0
1330680 0
1336869 0
1337093 4
1337264 4
1341033 0
1341469 4
1332037 4
1333701 4
1333739 0
1334809 4
1338626 4
1340675 0
1342279 4
1343236 4
1333197 4
1334236 4
1338028 4
1338652 0
1340936 4
1342494 4
1343404 4
1343763 4
1343803 4
1331038 4
1331999 4
1334718 4
1335759 4
1335192 4
1338119 4
1338795 4
1339783 4
1333427 4
1337304 4
1339341 4
1342562 4
1330849 4
1330851 4
1334647 4
1336244 4
1337496 4
1337497 4
1337803 0
1339149 4
1341028 4
1343226 0
1343401 4
1343402 4
1343412 4
1343440 4
1337850 4
1339980 4
1344013 4
1344042 4
1331766 4
1332512 4
1333202 0
1334493 0
1334494 0
1335691 0
1336197 4
1338545 0
1339006 0
1340195 4
1331453 4
1333189 0
1337649 4
1338304 4
1341216 4
1342613 4
1342620 4
1342778 4
1342837 4
1342838 4
1342878 0
1331939 4
1334760 4
1336810 4
1337925 4
1338485 4
1339321 4
1342110 4
1342461 4
1333611 0
1335693 4
1337228 4
1337297 4
1337416 0
1341423 4
1342860 4
1342918 4
1331200 0
1332063 4
1334851 4
1334853 4
1335256 4
1335712 4
1338014 4
1339388 0
1340378 4
1340381 4
1340457 4
1340809 4
1341099 4
1332452 4
1338185 4
1338220 4
1341862 4
1341891 4
1342897 4
1342917 4
1342983 0
1332571 0
1336798 4
1337280 4
1339402 4
1340839 4
1341444 0
1342846 4
1343410 4
1331635 0
1332303 4
1335564 4
1336002 4
1339904 0
1340346 4
1342541 4
1343038 0
1343744 4
1330697 4
1330700 4
1330701 4
1330702 4
1331078 4
1331096 4
1332824 4
1335386 4
1337565 4
1337680 4
1337681 4
1338017 0
1338921 4
1339749 0
1341688 4
1337475 4
1337498 4
1339991 4
1340348 4
1341272 4
1341503 4
1341578 4
1341831 4
1343221 4
1339205 4
1339227 4
1342234 4
1342598 4
1342605 0
1343180 4
1343207 4
1343751 4
1343810 4
1332610 4
1332614 4
1335560 0
1335628 4
1338736 4
1340044 4
1340266 4
1331784 0
1331788 0
1332667 0
1335323 4
1335612 4
1336678 0
1339875 4
1340806 4
1343069 0
1343084 0
1335729 4
1336436 4
1337290 4
1340470 4
1340933 4
1341413 4
1333585 0
1333689 0
1333835 4
1338021 0
1339302 4
1339305 4
1341055 4
1341056 4
1341075 4
1342446 4
1339511 4
1340644 0
1336764 4
1341819 4
1343127 4
1343150 4
1343173 0
1343183 4
1343191 4
1343197 4
1343202 4
1343203 4
1343208 4
1343218 4
1336792 4
1343533 4
1343350 4
1343542 4
1343547 4
1343560 4
1331198 4
1337983 0
1339002 4
1339018 0
1340425 0
1341070 4
1343622 4
1331994 0
1333513 4
1333621 0
1333699 0
1333945 4
1334525 4
1335889 0
1336328 4
1336359 4
1334359 0
1337139 4
1337140 0
1337311 4
1337420 0
1338655 4
1340661 0
1341121 4
1341256 4
1341329 4
1341965 4
1342934 0
1334738 4
1334739 4
1336498 4
1337124 0
1338988 4
1338991 4
1339609 4
1340600 4
1340864 0
1341266 4
1341271 4
1342278 4
1332522 4
1333307 4
1338739 4
1330817 4
1331882 4
1333198 0
1333826 0
1334663 4
1334925 4
1335262 4
1335373 4
1335458 4
1336034 4
1336384 4
1331080 4
1333311 0
1336230 0
1343115 0
1343220 0
1343240 0
1330892 4
1331615 4
1332374 4
1338455 0
1339957 4
1340751 4
1340757 4
1341108 4
1341390 0
1341508 4
1341766 4
1343094 0
1343095 0
1332684 0
1333309 0
1338743 4
1339256 0
1339732 4
1340842 4
1341459 4
1330638 4
1334616 0
1334162 0
1335843 4
1336093 4
1337252 4
1337626 4
1337721 4
1337796 4
1338070 0
1338552 4
1339143 0
1339145 4
1339148 4
1340576 4
1331961 4
1332033 4
1337655 4
1338008 0
1341031 0
1341034 4
1341137 4
1342165 4
1342168 4
1331543 0
1332269 4
1336103 4
1334372 4
1342628 4
1330632 4
1331148 4
1331468 0
1332131 4
1333259 4
1334686 4
1334943 4
1335450 4
1336003 4
1330964 4
1332328 4
1332795 4
1333626 4
1333658 0
1339070 0
1340141 4
1340514 4
1330625 4
1330655 4
1332467 4
1333693 0
1339752 4
1343362 4
1343311 0
1343324 0
1343328 0
1343416 0
1331199 0
1331575 0
1335085 4
1335451 4
1335452 4
1339918 4
1341502 4
1341678 4
1342767 4
1331701 4
1332371 4
1334952 4
1334983 4
1335407 0
1336083 0
1347959 4
1347777 4
1366358 8
1367315 8
1368469 8
1368571 8
1368604 8
1349543 4
1345421 4
1345426 4
1347020 4
1348266 4
1347379 4
1354070 4
1366280 8
1391119 8
1390106 8
1390107 8
1390110 8
1385191 8
1345232 4
1347991 4
1366187 8
1368523 8
1368555 0
1345910 4
1347518 4
1349830 4
1366254 0
1344170 4
1346387 4
1345315 4
1346860 4
1347584 0
1344274 4
1346139 4
1346956 4
1345528 4
1345789 4
1348599 4
1354054 0
1366186 8
1368419 8
1343899 4
1345367 4
1345368 0
1357020 0
1375087 8
1381040 8
1381055 8
1381057 8
1381067 8
1343656 4
1347645 4
1349206 0
1349648 0
1368395 0
1368396 8
1349387 4
1367132 8
1354093 4
1366283 8
1381062 0
1389141 8
1385203 0
1366345 8
1368551 0
1384017 8
1382043 8
1382066 0
1382067 0
1391034 0
1391038 8
1385110 0
1347463 4
1348173 4
1370135 8
1343644 4
1343812 4
1346612 4
1368486 8
1368487 8
1344067 4
1368602 8
1382033 0
1385074 8
1389029 0
1389177 8
1344754 4
1367131 8
1366195 8
1368533 0
1375100 8
1381020 8
1381024 0
1381048 8
1385112 0
1391189 8
1391198 8
1344394 0
1344977 4
1349033 4
1349719 4
1367310 8
1367325 8
1344474 4
1345439 0
1347979 4
1348493 4
1349699 4
1368577 8
1344403 4
1344406 4
1344595 4
1347094 4
1349778 0
1350035 4
1366188 8
1368458 8
1368513 8
1344517 4
1347632 4
1349208 0
1368553 8
1381115 8
1387166 8
1346167 4
1344598 4
1345142 4
1346858 4
1347105 4
1347951 4
1348507 4
1354030 4
1354031 0
1368366 8
1343817 4
1344184 4
1345391 4
1347018 4
1347734 4
1349743 0
1366302 8
1368488 8
1368610 8
1368612 8
1368615 8
1368616 8
1368657 8
1368661 8
1344068 4
1345924 4
1346995 4
1348641 4
1349281 0
1349958 4
1389192 8
1387169 8
1344958 4
1347169 4
1347444 4
1370152 8
1370153 8
1391029 0
1390239 0
1390248 0
1390251 8
1390252 8
1390255 8
1343800 4
1344218 4
1344484 4
1346402 4
1344841 4
1349202 0
1345407 4
1349306 4
1349486 4
1349994 0
1345540 4
1345542 4
1366192 8
1375073 8
1381025 8
1381027 8
1381028 0
1381029 0
1381049 8
1381059 8
1381071 0
1343613 4
1345205 4
1345361 0
1348310 4
1349422 0
1370146 8
1366220 8
1368575 8
1381037 0
1381038 8
1382032 8
1391027 8
1387096 0
1391172 8
1346588 4
1349248 4
1380218 8
1380219 8
1390261 0
1390275 8
1390276 0
1390281 8
1390282 0
1390283 8
1390284 8
1344379 4
1346486 0
1348700 4
1366238 8
1366341 8
1344462 0
1344791 4
1346582 0
1345218 4
1348460 4
1349227 0
1349862 4
1366259 8
1381098 0
1381099 8
1381114 0
1381116 8
1344643 4
1344679 4
1346591 4
1347513 4
1349656 0
1381045 0
1380175 8
1380176 8
1391190 8
1391196 8
1343665 4
1344443 4
1345526 4
1347476 0
1349979 4
1366247 0
1368527 8
1368530 8
1382034 8
1382041 0
1391202 8
1390286 8
1390287 0
1390288 8
1345486 4
1347060 4
1349843 4
1366222 8
1366235 8
1381131 8
1381133 8
1380161 8
1380163 8
1380166 0
1380167 8
1343871 4
1349864 0
1366298 8
1375077 8
1384040 8
1391057 8
1391113 8
1391212 8
1390209 8
1390210 8
1390211 8
1390213 8
1345614 4
1348048 4
1370136 8
1368645 0
1382042 8
1389033 8
1390290 0
1390291 0
1390296 0
1390297 0
1390299 8
1344373 4
1346599 4
1347205 0
1347778 4
1348446 4
1348608 4
1349207 0
1349468 4
1349469 4
1349715 4
1349718 4
1366196 8
1366205 8
1366250 8
1366304 8
1381050 8
1384018 0
1346602 4
1348355 4
1367294 0
1347152 0
1348461 4
1367121 8
1368520 8
1386054 0
1390305 0
1390318 0
1390319 0
1349218 0
1349219 0
1350005 4
1354063 0
1367133 8
1370133 8
1367127 8
1366190 8
1366214 8
1366339 8
1344800 4
1345723 4
1367129 8
1368522 8
1381083 8
1391191 8
1346906 4
1349165 4
1350040 0
1366243 8
1391116 8
1390343 8
1390345 8
1390347 8
1345776 4
1347106 4
1349276 4
1344311 4
1345160 4
1347008 4
1349931 4
1347481 4
1347753 4
1381090 8
1381106 8
1380162 8
1382022 8
1382027 8
1382036 8
1385034 8
1348578 4
1381058 8
1384036 8
1391148 8
1390216 0
1390224 8
1390237 8
1390243 8
1390244 8
1343759 4
1346963 4
1389032 0
1385122 0
1385123 0
1387144 8
1391175 0
1391182 0
1391183 0
1391186 0
1392144 0
1344384 4
1348582 4
1368352 8
1366237 8
1386046 8
1386047 8
1386050 8
1386055 8
1385077 8
1385079 8
1345794 4
1366221 8
1344709 4
1345511 4
1345512 0
1347473 0
1370134 8
1345955 4
1346420 4
1348386 4
1349294 4
1345278 0
1368482 8
1389031 8
1389039 8
1391045 8
1391049 0
1391050 8
1389045 8
1389046 8
1389047 8
1389048 0
1389049 0
1389050 0
1389051 8
1344388 4
1344686 4
1346931 4
1347586 4
1367122 8
1367124 8
1366251 8
1366315 8
1344506 0
1347806 0
1348744 4
1349796 4
1366273 8
1387101 8
1390387 8
1348418 4
1346422 4
1366346 8
1366352 8
1367331 8
1370150 8
1366301 8
1375080 8
1391030 0
1389054 8
1390048 8
1385108 0
1344512 4
1344634 0
1346674 0
1349474 4
1344959 0
1349846 4
1368579 8
1390310 8
1392154 0
1392169 8
1392182 8
1398018 0
1343976 4
1346932 4
1346971 4
1349056 4
1349772 0
1345610 0
1389074 8
1389090 8
1387121 0
1345499 4
1366124 8
1344120 0
1344267 4
1344542 0
1345517 4
1348403 4
1348305 4
1367261 8
1367265 8
1346698 4
1347478 4
1349608 4
1349970 4
1347035 4
1349847 4
1355056 0
1370119 8
1345258 0
1345964 4
1349230 0
1367253 8
1343809 4
1347784 4
1367160 8
1367184 8
1367407 8
1367408 8
1343808 4
1345416 4
1345748 4
1346714 4
1346897 4
1353029 4
1367393 8
1367394 8
1344082 4
1344534 4
1348901 4
1353027 0
1367305 8
1347482 4
1370127 8
1367249 8
1367425 8
1348141 4
1349411 4
1349414 4
1349416 4
1349516 4
1351119 4
1347019 0
1349661 0
1367157 8
1367159 8
1367161 0
1344196 4
1344347 4
1344661 4
1344662 4
1345515 4
1366184 0
1344689 4
1344692 4
1345163 4
1349406 0
1349901 0
1370118 8
1366179 8
1344639 4
1347193 4
1349199 0
1349419 0
1367426 8
1367427 0
1343597 0
1345392 0
1348482 4
1349902 4
1344177 4
1344229 4
1345611 4
1348283 4
1348854 4
1349871 4
1345282 4
1345461 4
1347998 4
1348352 4
1349675 4
1357059 4
1366175 8
1367300 8
1344439 0
1366121 8
1344801 4
1346623 4
1347595 4
1370130 8
1344496 4
1348554 4
1348743 4
1349389 4
1343796 4
1343811 4
1346646 4
1346959 4
1367180 8
1343840 4
1345125 4
1345899 4
1348383 4
1347763 4
1347766 4
1345975 4
1345262 0
1346069 4
1348331 4
1348606 4
1367247 8
1367437 8
1346752 4
1345169 0
1345706 0
1346870 4
1347040 4
1348417 4
1348898 4
1367234 8
1346651 4
1347647 4
1348084 4
1367409 8
1348475 4
1348548 4
1367183 8
1367290 8
1367329 0
1346879 0
1346949 4
1347635 4
1367243 8
1371040 8
1367304 8
1347037 0
1367118 8
1344668 4
1344713 4
1345484 4
1346428 4
1347500 4
1349817 4
1370120 8
1367445 8
1344303 4
1346968 4
1345556 0
1344497 0
1343814 4
1344413 4
1345578 4
